Unique Identifier,Metal,Support,Weight loading [%],Molecular Weight of Active component [g mol-1],Catalyst ID,Active Site Density [umol gcat-1],Dispersion [%],Method of determining Active Site Density,Pellet Diameter [µm],WHSV [g reactant gcat-1 hr-1],Temperature [K],Total Pressure [kPa],Inlet Inert Used,"Inert, Inlet Mole fraction [%]","CO, Inlet Mole fraction [%]","CH4, Inlet Mole Fraction [%]","Methanol, Inlet Mole fraction [%]","Inlet P, Methanol [kPa]",Inlet Inert Flow Rate [sccm],Total Inlet Flow Rate [mol/hr],Reactor Configuration,Reactor ID,Rate [umol gcat-1 min-1],Confidence Interval for Rate [μmol gcat-1 min-1],STY [mol product mol active site-1 hr-1 ],Selectivity CO [%],Selectivity CH4 [%],Selectivity CO2 [%],Conversion [%],Data Source,Data Submitted By,Funding Agency,Funding Identifier,Reaction,"Formic Acid, Inlet Mole fraction [%]","CO2, Inlet Mole fraction [%]","H2, Inlet Mole fraction [%]","H2O, Inlet Mole fraction [%]",STY [mol product mol active site-1 hr-1],STY [mol CO2 mol active site-1 s-1],STY [mol CO mol active site-1 s-1]
FAD-0018,Platinum,Carbon,1.0,195.08,Cat_M_000010,26.7,52.0,Transmission Electron Microscopy,,7.7,373,101.33,Helium,97.36,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000003,240.5,,,0.92,,99.08,8.64,10.1021/acscatal.9b05424,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.03,541.37,0.15,0.0014
FAD-0019,Platinum,Carbon,1.0,195.08,Cat_M_000010,26.7,52.0,Transmission Electron Microscopy,,7.7,373,101.33,Helium,97.35,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000003,245.22,,,0.87,,99.13,8.81,10.1021/acscatal.9b05424,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.04,551.99,0.15,0.0013
FAD-0020,Platinum,Carbon,1.0,195.08,Cat_M_000010,26.7,52.0,Transmission Electron Microscopy,,7.7,373,101.33,Helium,97.29,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000003,240.6,,,0.96,,99.04,8.65,10.1021/acscatal.9b05424,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.1,541.58,0.15,0.0014
FAD-0021,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.5,353,101.33,Helium,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,127.62,,,0.6,,99.4,2.28,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.0,181.08,0.05,0.0003
FAD-0022,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.5,363,101.33,Helium,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,230.12,,,0.77,,99.23,4.1,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.0,326.52,0.09,0.0007
FAD-0023,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.5,373,101.33,Helium,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,408.98,,,0.74,,99.26,7.29,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.0,580.32,0.16,0.0012
FAD-0024,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.5,383,101.33,Helium,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,793.1,,,0.83,,99.17,14.14,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.0,1125.36,0.31,0.0026
FAD-0025,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.5,393,101.33,Helium,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,1484.97,,,0.91,,99.09,26.48,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.0,2107.08,0.58,0.0053
FAD-0026,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,7.8,373,101.33,Helium,98.69,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,434.35,,,0.7,,99.3,15.42,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,1.31,0.0,0.0,0.0,616.32,0.17,0.0012
FAD-0027,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,11.7,373,101.33,Helium,98.03,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,434.35,,,0.7,,99.3,10.25,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,1.97,0.0,0.0,0.0,616.32,0.17,0.0012
FAD-0028,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,19.3,373,101.33,Helium,96.75,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,409.24,,,0.81,,99.19,5.87,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,3.25,0.0,0.0,0.0,580.68,0.16,0.0013
FAD-0029,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.36,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,434.35,,,0.7,,99.3,7.93,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.02,616.32,0.17,0.0012
FAD-0030,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.36,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,409.24,,,0.81,,99.19,7.47,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.02,580.68,0.16,0.0013
FAD-0031,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.35,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,409.24,,,0.81,,99.19,7.47,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.04,580.68,0.16,0.0013
FAD-0032,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.33,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,408.98,,,0.74,,99.26,7.46,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,0.0,0.06,580.32,0.16,0.0012
FAD-0033,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.2,373,101.33,Helium,87.91,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,359.0,,,1.06,,98.94,6.52,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,9.48,0.0,509.4,0.14,0.0015
FAD-0034,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.2,373,101.33,Helium,83.17,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,282.89,,,1.35,,98.65,5.14,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,14.23,0.0,401.4,0.11,0.0015
FAD-0035,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.2,373,101.33,Helium,73.68,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,257.77,,,1.57,,98.43,4.68,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,0.0,23.71,0.0,365.76,0.1,0.0016
FAD-0036,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,14.4,373,101.33,Helium,93.77,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,383.87,,,0.86,,99.14,7.34,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,3.62,0.0,0.0,544.68,0.15,0.0013
FAD-0037,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,14.4,373,101.33,Helium,90.17,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,409.24,,,0.81,,99.19,7.83,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,7.22,0.0,0.0,580.68,0.16,0.0013
FAD-0038,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,14.4,373,101.33,Helium,86.61,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,409.49,,,0.87,,99.13,7.83,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,10.78,0.0,0.0,581.04,0.16,0.0014
FAD-0039,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,14.4,373,101.33,Helium,82.78,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,384.37,,,0.99,,99.01,7.35,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.61,14.61,0.0,0.0,545.4,0.15,0.0015
FAD-0040,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.36,0.02,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,101.48,,,,,,1.86,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.62,0.0,0.0,0.0,144.0,0.04,-
FAD-0041,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.34,0.05,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,50.74,,,,,,0.93,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.62,0.0,0.0,0.0,72.0,0.02,-
FAD-0042,Palladium,Carbon,1.0,106.42,Cat_M_000012,42.3,45.0,Transmission Electron Microscopy,,15.1,373,101.33,Helium,97.29,0.1,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000004,50.74,,,,,,0.93,10.1021/acscatal.2c06078,0000-0002-9114-555X,Department of Energy,DE-FG02-05ER15731,Formic Acid Decomposition,2.62,0.0,0.0,0.0,72.0,0.02,-
FAD-0043,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,0.9,373,101.33,Helium,99.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,9.3,,,0.0,,100.0,2.73,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,1.0,0.0,0.0,0.0,24.1,0.01,0
FAD-0044,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,1.9,373,101.33,Helium,98.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,15.42,,,0.0,,100.0,2.26,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,2.0,0.0,0.0,0.0,39.96,0.01,0
FAD-0045,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,1.9,373,101.33,Helium,98.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,18.65,,,0.0,,100.0,2.74,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,2.0,0.0,0.0,0.0,48.34,0.01,0
FAD-0046,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,3.8,373,101.33,Helium,96.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,33.0,,,0.0,,100.0,2.42,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,4.0,0.0,0.0,0.0,85.53,0.02,0
FAD-0047,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,343,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,5.05,,,0.0,,100.0,0.49,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,13.09,0.0,0
FAD-0048,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,353,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,8.0,,,0.0,,100.0,0.78,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,20.73,0.01,0
FAD-0049,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,363,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,15.72,,,0.0,,100.0,1.54,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,40.74,0.01,0
FAD-0050,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,368,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,21.35,,,0.0,,100.0,2.09,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,55.33,0.02,0
FAD-0051,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,24.11,,,0.0,,100.0,2.36,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,62.49,0.02,0
FAD-0052,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,378,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,32.55,,,0.0,,100.0,3.19,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,84.36,0.02,0
FAD-0053,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,383,101.33,Helium,97.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,41.3,,,0.0,,100.0,4.04,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,0.0,0.0,107.04,0.03,0
FAD-0054,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,96.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,23.91,,,0.0,,100.0,2.34,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,1.0,0.0,61.97,0.02,0
FAD-0055,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,94.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,24.09,,,0.0,,100.0,2.36,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,4.0,0.0,62.43,0.02,0
FAD-0056,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,92.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,24.32,,,0.0,,100.0,2.38,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,0.0,6.0,0.0,63.03,0.02,0
FAD-0057,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,96.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,23.69,,,0.0,,100.0,2.32,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,1.0,0.0,0.0,61.4,0.02,0
FAD-0058,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,95.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,23.76,,,0.0,,100.0,2.33,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,3.0,0.0,0.0,61.58,0.02,0
FAD-0059,Gold,Silicon Carbide,1.0,196.97,Cat_M_000013,23.2,45.6,Transmission Electron Microscopy,,2.8,373,101.33,Helium,92.0,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000005,23.97,,,0.0,,100.0,2.35,10.1002/aic.14401,0000-0002-9114-555X,Department of Energy,DE-AC02-06CH11357,Formic Acid Decomposition,3.0,6.0,0.0,0.0,62.12,0.02,0
FAD-0060,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,373,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,45.4,,,7.0,,93.0,1.8,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,185.84,0.05,0.0036
FAD-0061,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,373,117.9,Nitrogen,98.88,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,50.0,,,6.0,,94.0,4.5,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,1.12,0.0,0.0,0.0,204.67,0.05,0.0034
FAD-0062,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,373,117.9,Nitrogen,97.51,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,44.91,,,6.0,,94.0,1.8,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.49,0.0,0.0,0.0,183.83,0.05,0.0031
FAD-0063,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,373,117.9,Nitrogen,96.64,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,41.83,,,7.0,,93.0,1.2,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,3.36,0.0,0.0,0.0,171.23,0.04,0.0033
FAD-0064,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,358,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,13.46,,,7.0,,93.0,0.6,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,55.1,0.01,0.0011
FAD-0065,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,363,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,20.18,,,7.0,,93.0,0.9,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,82.6,0.02,0.0016
FAD-0066,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,368,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,30.43,,,6.0,,94.0,1.3,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,124.56,0.03,0.0021
FAD-0067,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,7.3,378,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,67.38,,,6.0,,94.0,2.96,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,275.81,0.07,0.0046
FAD-0068,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,2.3,373,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,17.3,,,93.0,,7.0,2.36,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,70.82,0.0,0.0183
FAD-0069,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,2.3,363,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,7.76,,,93.0,,7.0,1.06,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,31.76,0.0,0.0082
FAD-0070,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,2.3,368,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,11.62,,,93.0,,7.0,1.58,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,47.57,0.0,0.0123
FAD-0071,Platinum,Silica ,1.0,195.08,Cat_M_000001,14.7,30.1,CO Dynamic Chemisorption ,106-250,2.3,378,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,18.88,,,92.0,,8.0,3.95,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,77.27,0.0,0.0197
FAD-0072,Platinum,Carbon,5.0,195.08,Cat_M_000004,73.0,28.5,CO Dynamic Chemisorption ,106-250,7.0,373,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,160.5,,,1.0,,99.0,5.0,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,131.84,0.04,0.0004
FAD-0073,Platinum,Carbon,5.0,195.08,Cat_M_000004,73.0,28.5,CO Dynamic Chemisorption ,106-250,7.0,363,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,95.32,,,2.0,,98.0,2.75,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,78.3,0.02,0.0004
FAD-0074,Platinum,Carbon,5.0,195.08,Cat_M_000004,73.0,28.5,CO Dynamic Chemisorption ,106-250,7.0,368,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,119.58,,,3.0,,97.0,3.33,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,98.22,0.03,0.0008
FAD-0075,Platinum,Carbon,5.0,195.08,Cat_M_000004,73.0,28.5,CO Dynamic Chemisorption ,106-250,7.0,378,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,195.63,,,2.0,,98.0,5.64,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,160.69,0.04,0.0009
FAD-0076,Platinum,Alumina,0.5,195.08,Cat_M_0000015,6.8,26.4,CO Dynamic Chemisorption ,106-250,7.2,373,117.9,Nitrogen,97.76,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,13.5,,,16.0,,84.0,0.35,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.24,0.0,0.0,0.0,119.82,0.03,0.0053
FAD-0077,Platinum,Alumina,0.5,195.08,Cat_M_0000015,6.8,26.4,CO Dynamic Chemisorption ,106-250,1.7,373,117.9,Nitrogen,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,6.82,,,16.0,,84.0,0.72,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.61,0.0,0.0,0.0,60.53,0.01,0.0027
FAD-0078,Platinum,Alumina,0.5,195.08,Cat_M_0000015,6.8,26.4,CO Dynamic Chemisorption ,106-250,0.8,373,117.9,Nitrogen,97.39,0.0,0.0,0.0,0.0,,,Downflow; Packed Bed,PBR_000001,6.27,,,16.0,,84.0,1.4,Abdelrahman Catalysis Research Laboratory,0000-0003-0934-7628,University of Houston,-,Formic Acid Decomposition,2.61,0.0,0.0,0.0,55.61,0.01,0.0025
